ID,ULTIMO_INGRESO,ID_FAB,DETALLE,CANTIDAD,COSTO_U,COSTO_TOTAL,VENTA_TOTAL,GANANCIA,BENF_COST_%,BENF_VENT_%,COTIZACION,PROVEEDOR
119917,22/05/2026,RZ04-04530100-R3U1,AURICULAR GAMER RAZER BLACKSHARK V2 PRO BLACK HYPERSPEED WIRELESS +BT THX,1.000,152.73000,152.73000000,198.47,45.74,29.95,23.05,,LASET S.A.
121177,19/05/2026,DUAL-RTX5060TI-O16G,PLACA DE VIDEO ASUS DUAL RTX 5060TI 16GB,1.000,567.89000,567.89000000,664.16,96.27,16.95,14.5,,LASET S.A.
122612,22/05/2026,RZ06-05540100-R3U1,JOYSTICK RAZER WOLVERINE V3 PRO 8K WIRELESS + USB PC,3.000,110.84000,332.52000000,399.97,67.45,20.29,16.86,,LASET S.A.
119760,14/04/2025,100-100001084WOF,PROCESADOR AMD (AM5) RYZEN 7 9800X3D,3.000,410.54000,1231.62000000,1387.35,155.73,12.64,11.23,,LASET S.A.
121571,20/01/2026,ASU650SS-512GT-R,DISCO SSD 512GB ADATA SU650 SATA,22.000,58.66000,1290.52000000,1721.61,431.09,33.4,25.04,,LASET S.A.
121713,18/05/2026,SX22F2,MONITOR SOLARMAX 21.5 FULL HD VGA/HDMI NEGRO,3.000,26.91000,80.73000000,151.43,70.7,87.58,46.69,,LASET S.A.
122451,12/03/2026,MILAN-2CN-1TC-G,"TECLA Y TOMACORRIENTE MILAN GRIS MACROLED, 2 CANALES, AC 250V, 10A MAX. BASTIDOR METALICO",3.000,2.79500,8.38500000,10.31,1.93,22.97,18.68,,CORESA GROUP SRL
119007,20/05/2026,31030037401,MOUSE WIRELESS VERTICAL GENIUS ERGO 8300S IRON/GRAY,1.000,8.79000,8.79000000,11.16,2.37,26.95,21.23,,LASET S.A.
119727,16/04/2026,GP-P550SS ICE,FUENTE GAMER GIGABYTE 550W ICE 80 PLUS SILVER ATX 3.0 WHITE,2.000,32.66000,65.32000000,77.19,11.87,18.18,15.38,,LASET S.A.
120169,10/03/2026,GV-R9070XTAORUS E-16GD,PLACA DE VIDEO GIGABYTE  RADEON RX 9070XT AORUS ELITE 16GB,5.000,774.46000,3872.30000000,4567.51,695.21,17.95,15.22,,LASET S.A.
122367,13/04/2026,MLX-D24M-A18PA-RD,WATER COOLER MASTER MASTERLIQUID CORE NEX DIGITAL 240 BLACK ARGB,9.000,57.16000,514.44000000,591.37,76.93,14.95,13.01,,LASET S.A.
104653,21/05/2026,PSD416G32002,MEMORIA PATRIOT SIGNATURE LINE DDR4 16 GB 3200 MHZ PS001558,1.000,115.75000,115.75000000,150.42,34.67,29.95,23.05,,LASET S.A.
121359,20/10/2025,RZ02-03333400-R3M1,MOUSEPAD RAZER GIGANTUS V2 MEDIUM HELLO KITTY EDITION,1.000,24.61000,24.61000000,27.79,3.18,12.94,11.46,,LASET S.A.
122551,28/04/2026,100-100001973WOF,PROCESADOR AMD (AM5)  RYZEN 7 9850X3D,1.000,479.85000,479.85000000,527.63,47.78,9.96,9.05,,LASET S.A.
103750,13/04/2026,DESIRE-500AP LED,LYONN UPS DESIRE-500AP LED,13.000,27.45500,356.91500000,435.32,78.4,21.97,18.01,,SOLYTEC
119038,26/05/2026,B760M E,MOTHER GIGABYTE (LGA1700) B760M E,1.000,76.53000,76.53000000,88.74,12.21,15.95,13.76,,LASET S.A.
119230,24/06/2026,24790,JOYSTICK TRUST MUTA WIRELESS GXT542,1.000,25.12000,25.12000000,33.1,7.98,31.76,24.11,,LASET S.A.
122552,14/04/2026,WDS100T3B0A,DISCO SSD SATA 1TB WD BLUE SA510,2.000,163.38000,326.76000000,388.68,61.92,18.95,15.93,,LASET S.A.
118985,21/05/2026,WDS100T2G0C,DISCO SSD M.2 1TB WD GREEN SN350 NVME,8.000,130.47000,1043.76000000,1270.27,226.51,21.7,17.83,,LASET S.A.
120621,22/05/2025,9S7-15K111-1886,"Notebook MSI Cyborg A13UDX 15.6"" i5-13420H + 16gb (2x8) + 512gb + rtx 3050 6GB Win11",1.000,853.00000,853.00000000,948.19,95.19,11.16,10.04,,LASET S.A.
4999,16/01/2023,31710011100,AURICULAR + MIC HEADSET GENIUS HS-05A,1.000,13.12920,13.12920000,12.73,-0.4,-3.04,-3.14,,New Bytes INC
103825,09/03/2026,21569,MOUSE PAD TRUST XXL GXT 758,1.000,13.44420,13.44420000,16.8,3.35,24.95,19.97,,LASET S.A.
113139,15/10/2025,VOLANS ARX360G,GABINETE GAMER AUREOX VOLANS ARX360G,3.000,18.85000,56.55000000,83.11,26.56,46.96,31.96,,LASET S.A.
115288,09/03/2026,23531,AURICULAR GAMER TRUST FORZE PS4 GXT488 GREY,1.000,26.28000,26.28000000,32.89,6.61,25.17,20.11,,LASET S.A.
119165,20/05/2026,31010026400,MOUSE USB GENIUS DX-101 BLACK,17.000,1.96000,33.32000000,39.7,6.38,19.16,16.08,,LASET S.A.
104775,26/06/2026,PRIME B550M-K,MOTHER ASUS (AM4) PRIME B550M-K,2.000,68.33000,136.66000000,165.83,29.17,21.35,17.59,,LASET S.A.
109623,09/03/2026,21046,PARLANTE BARRA DE SONIDO TRUST ASTO,1.000,23.23000,23.23000000,29.03,5.8,24.96,19.98,,LASET S.A.
121487,13/11/2025,RX-800ACV,FUENTE 800W RAIDMAX VORTEX 80 PLUS WHITE GAMER,5.000,29.73000,148.65000000,208.03,59.38,39.94,28.54,,LASET S.A.
120103,20/05/2026,31250023400,BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY,1.000,9.23000,9.23000000,11.07,1.84,19.9,16.6,,LASET S.A.
113138,24/06/2025,SCULPTOR ARX380G,GABINETE GAMER AUREOX SCULPTOR ARX380G,1.000,24.79000,24.79000000,36.42,11.63,46.93,31.94,,LASET S.A.
119173,17/02/2025,31730046400,PARLANTE BLUETOOTH GENIUS SP-HF385BT MADERA BLACK/GRAY,1.000,13.26000,13.26000000,15.9,2.64,19.92,16.61,,LASET S.A.
119929,11/12/2025,RZ03-05021700-R311,TECLADO GAMER RAZER HUNTSMAN V3 X TENKEYLESS PURPLE CLICKY ESPA�OL,1.000,72.06000,72.06000000,87.87,15.81,21.94,18,,LASET S.A.
122767,26/05/2026,B850M EAGLE WF6E,MOTHER GIGABYTE (AM5) B850M EAGLE WF6E,2.000,136.49000,272.98000000,319.26,46.28,16.95,14.5,,LASET S.A.
115239,20/01/2026,ASU650SS-256GT-R,DISCO SSD 256GB ADATA SU650 SATA,8.000,37.92000,303.36000000,423.92,120.56,39.74,28.44,,LASET S.A.
119957,09/03/2026,24992,AURICULAR GAMER TRUST ZIROX PINK GXT415P,1.000,18.23000,18.23000000,22.78,4.55,24.94,19.96,,LASET S.A.
118065,26/06/2026,TUF GAMING B550M-PLUS WIFI II,MOTHER ASUS (AM4) TUF GAMING B550M-PLUS WI-FI II,7.000,129.41000,905.87000000,1130.18,224.31,24.76,19.85,,LASET S.A.
118258,26/06/2026,PRIME B650M-A II,MOTHER ASUS (AM5) PRIME B650M-A II,2.000,100.42000,200.84000000,246.97,46.13,22.97,18.68,,LASET S.A.
122759,21/05/2026,BX80768270K,PROCESADOR INTEL (LGA1851) CORE ULTRA 7 270K PLUS,1.000,314.44000,314.44000000,367.75,53.31,16.95,14.5,,LASET S.A.
119006,20/05/2026,31030037400,MOUSE WIRELESS VERTICAL GENIUS ERGO 8300S BLACK,2.000,8.79000,17.58000000,21.44,3.86,21.96,18,,LASET S.A.
120478,19/05/2025,ZT-B50700J-10P,PLACA DE VIDEO ZOTAC RTX 5070 12GB SOLID OC,1.000,571.37000,571.37000000,759.61,188.24,32.95,24.78,,LASET S.A.
121445,13/11/2025,MLW-D36M-A18PA-R1,WATER COOLER MASTER MASTERLIQUID 360L CORE II ARGB,1.000,75.14000,75.14000000,85.63,10.49,13.96,12.25,,LASET S.A.
121494,22/05/2026,RZ04-05410400-R3U1,AURICULAR RAZER BLACKSHARK V3 WHITE HYPERSPEED WIRELESS+BT USB THX,1.000,127.21000,127.21000000,157.68,30.47,23.95,19.32,,LASET S.A.
116818,03/06/2024,31030009408,MOUSE MINI WIRELESS GENIUS NX-9000BT SILVER RECARGABLE,1.000,12.90000,12.90000000,9.92,-2.98,-23.07,-29.98,,LASET S.A.
120272,05/05/2026,B850 A ELITE WF7,MOTHER GIGABYTE (AM5) B850 A ELITE WF7,5.000,180.54000,902.70000000,1037.7,135,14.95,13.01,,LASET S.A.
119214,25/08/2025,25433,COMBO TECLADO Y MOUSE TRUST PRIMO WIRELESS DESKSET ES,1.000,9.96000,9.96000000,12.74,2.78,27.91,21.82,,LASET S.A.
121270,19/08/2025,ST2250,CABLE SUBTERRANEO 2X2.5MM TREFI ST2250,22.000,0.88000,19.36000000,24.23,4.87,25.13,20.09,,CONDUC3 SRL
120814,03/09/2025,GB-C201PI,GABINETE GAMER GIGABYTE C201P M-ATX WHITE PANORAMIC,2.000,47.77000,95.54000000,114.61,19.07,19.96,16.64,,LASET S.A.
121085,15/09/2025,CL-P138-CA12SW-A,CPU COOLER THERMALTAKE ASTRIA 400 AIR 6 PIPE SYNC WHITE,2.000,42.28000,84.56000000,99.74,15.18,17.95,15.22,,LASET S.A.
122450,12/03/2026,MILAN-2CN-1TC-B,"TECLA Y TOMACORRIENTE MILAN BLANCO MACROLED, 2 CANALES, AC 250V, 10A MAX. BASTIDOR METALICO",2.000,2.42500,4.85000000,5.96,1.11,22.8,18.57,,CORESA GROUP SRL
122636,20/05/2026,31730058402,PARLANTE GENIUS SP-HF400 PINE WOOD,1.000,21.10000,21.10000000,24.67,3.57,16.94,14.48,,LASET S.A.
116999,19/05/2023,24217,SILLA GAMER TRUST GXT708R RESTO RED,1.000,198.75000,198.75000000,152.98,-45.77,-23.03,-29.92,,New Bytes INC
117304,25/08/2025,23728,MOUSE PAD TRUST BIGFOOT XL,1.000,9.75000,9.75000000,12.37,2.62,26.89,21.19,,LASET S.A.
119026,29/07/2025,A620M H,MOTHER GIGABYTE (AM5) A620M H,2.000,62.60000,125.20000000,140.23,15.03,12,10.72,,LASET S.A.
120533,17/06/2025,CA-1Y8-00S6WN-01,GABINETE GAMER THERMALTAKE VERSA H16 TG ARGB SNOW WHITE TEMP GLASS,3.000,34.55000,103.65000000,116.03,12.38,11.95,10.67,,LASET S.A.
121470,13/11/2025,E502-KGNN-S00,GABINETE COOLER MASTER ELITE 502 (3 Fans ARGB),1.000,45.20000,45.20000000,51.96,6.76,14.95,13.01,,LASET S.A.
122766,26/05/2026,B850M A ELT WF6E,MOTHER GIGABYTE (AM5) B850M AORUS ELITE WF6E,1.000,165.44000,165.44000000,193.48,28.04,16.95,14.49,,LASET S.A.
118120,26/05/2026,B550M K,MOTHER GIGABYTE (AM4) B550M K,6.000,66.23000,397.38000000,449.33,51.95,13.07,11.56,,LASET S.A.
120491,11/12/2025,RZ04-05220200-R3U1,AURICULAR GAMER RAZER BARRACUDA X CHROMA WHITE HYPERSPEED WIRELESS +BT,1.000,107.73000,107.73000000,132.46,24.73,22.95,18.67,,LASET S.A.
121453,13/04/2026,MPW-C001-AFAG,FUENTE COOLER MASTER ELITE GOLD 1200W FM (Full Modular),1.000,111.15000,111.15000000,128.89,17.74,15.96,13.76,,LASET S.A.
122477,12/03/2026,MILAN-TCR-B,"TAPA CIEGA RECTANGULAR MILAN BLANCO MACROLED, BASTIDOR METALICO",16.000,0.91500,14.64000000,17.94,3.3,22.57,18.41,,CORESA GROUP SRL
118859,24/06/2026,24789,JOYSTICK TRUST MUTA PC GXT541,1.000,17.71000,17.71000000,18.41,0.7,3.96,3.81,,LASET S.A.
118982,26/06/2026,PRIME A620M-K,MOTHER ASUS (AM5) PRIME A620M-K,5.000,64.19000,320.95000000,367.59,46.64,14.53,12.69,,LASET S.A.
118212,22/06/2026,WD43PURZ,DISCO HDD 4TB WD PURPLE SURVEILLANCE WD43PURZ,4.000,149.51000,598.04000000,519.17,-78.87,-13.19,-15.19,,LASET S.A.
118864,09/03/2026,25068,MOUSE GAMER TRUST FELOX PINK GXT109P,1.000,6.65000,6.65000000,8.64,1.99,29.91,23.02,,LASET S.A.
121134,22/05/2026,RZ01-05240200-R3U1,MOUSE GAMER RAZER BASILISK V3 PRO WHITE 35K HYPERSPEED WIRELESS,2.000,98.37000,196.74000000,243.86,47.12,23.95,19.32,,LASET S.A.
121246,29/06/2026,LS24D300GALXZB,MONITOR SAMSUNG LED 24 IPS D300 100Mhz FHD,2.000,74.00000,148.00000000,206.74,58.74,39.69,28.41,,Stylus SA
104980,25/06/2021,9H.N23BB.A2E,MOUSE GAMER ZOWIE FK2-B BLACK,2.000,65.31960,130.63920000,67.91,-62.73,-48.02,-92.37,,New Bytes INC
118259,26/09/2025,11324-01-20G,PLACA DE VIDEO SAPPHIRE PULSE RX 7600 OC 8GB,8.000,235.84000,1886.72000000,2484.74,598.02,31.7,24.07,,LASET S.A.
121452,13/04/2026,MPW-A001-AFAG,FUENTE COOLER MASTER ELITE GOLD 1000W FM (Full Modular),5.000,92.53000,462.65000000,564.21,101.56,21.95,18,,LASET S.A.
118079,11/12/2025,RZ04-04430200-R3U1,AURICULAR GAMER RAZER BARRACUDA X WHITE HYPERSPEED WIRELESS +BT +CABLE,1.000,82.08000,82.08000000,101.73,19.65,23.95,19.32,,LASET S.A.
118363,14/04/2026,WDS500G2G0C,DISCO SSD M.2 500GB WD GREEN SN350 NVME,6.000,78.27000,469.62000000,585.23,115.61,24.62,19.75,,LASET S.A.
121681,11/03/2026,WDS200T4X0E,DISCO SSD M.2 2TB WD BLACK SN7100 NVME,1.000,335.84000,335.84000000,422.99,87.15,25.95,20.6,,LASET S.A.
122561,18/05/2026,SX27C9,MONITOR SOLARMAX 27 120 HZ FRAMELESS CURVO FHD HDMI VGA,4.000,67.54000,270.16000000,440.21,170.05,62.94,38.63,,LASET S.A.
120726,12/03/2026,MILAN-1CN-N,"TECLA MILAN NEGRO MACROLED, 1 CANAL, 2 VIAS, AC 250V, 10A MAX. BASTIDOR METALICO",1.000,1.63000,1.63000000,2.44,0.81,49.68,33.19,,CORESA GROUP SRL
121380,09/03/2026,25762,ACCESORIOS TRUST ESTUCHE RIGIDO XL PARA NINTENDO SWITCH 2 BLACK GXT1252,1.000,14.82000,14.82000000,18.81,3.99,26.91,21.21,,LASET S.A.
121491,22/05/2026,RZ04-05400100-R3U1,AURICULAR RAZER BLACKSHARK V3 PRO BLACK HYPERSPEED WIRELESS+BT ANC THX,2.000,212.00000,424.00000000,525.54,101.54,23.95,19.32,,LASET S.A.
117987,29/07/2025,B650 AORUS ELITE AX,MOTHER GIGABYTE (AM5) B650 AORUS ELITE AX,1.000,193.81000,193.81000000,213.11,19.3,9.96,9.06,,LASET S.A.
119112,27/06/2024,H390 HEADSET ROSE,AURICULAR LOGITECH H390 HEADSET ROSE,1.000,31.84491,31.84491000,37.88,6.04,18.96,15.94,,CORCISA SA
119719,03/09/2025,X870 GAMING X WIFI7,MOTHER GIGABYTE (AM5) X870 GAMING X WIFI7,2.000,214.42000,428.84000000,489.53,60.69,14.15,12.4,,LASET S.A.
103094,22/06/2026,YD3200C5FHBOX,PROCESADOR AMD (AM4) RYZEN 3 3200G,1.000,54.52000,54.52000000,75.2,20.68,37.94,27.5,,LASET S.A.
117727,12/02/2026,100-100000591WOF,PROCESADOR AMD (AM5) RYZEN 7 7700X,1.000,300.29000,300.29000000,336.19,35.9,11.96,10.68,,LASET S.A.
120153,01/08/2025,LS360WT ARGB,WATER COOLER CPU RAIDMAX INFINITA LS360 ARGB WHITE,1.000,58.41000,58.41000000,61.66,3.25,5.56,5.27,,LASET S.A.
121499,22/05/2026,RZ01-05570100-R3U1,MOUSE GAMER RAZER COBRA HYPERSPEED WIRELESS 26K,2.000,61.48000,122.96000000,140.98,18.02,14.65,12.78,,LASET S.A.
120361,09/02/2026,PRIME-RX9070-O16G,PLACA DE VIDEO ASUS PRIME RX 9070 16GB OC,2.000,591.77000,1183.54000000,1484.49,300.95,25.43,20.27,,LASET S.A.
121560,26/12/2025,RX9070XT CL16G,PLACA DE VIDEO ASROCK RX9070XT 16GB CHALLENGER,1.000,575.85000,575.85000000,748.3,172.45,29.95,23.05,,LASET S.A.
113140,15/10/2025,PICTOR ARX370G,GABINETE GAMER AUREOX PICTOR ARX370G,10.000,19.99000,199.90000000,293.76,93.86,46.95,31.95,,LASET S.A.
116714,22/06/2026,100-100000926WOF,PROCESADOR AMD (AM4) RYZEN 7 5700X (SIN COOLER),4.000,192.36000,769.44000000,872.21,102.77,13.36,11.78,,LASET S.A.
118112,31/03/2026,A520M-HDV,MOTHER ASROCK (AM4) A520M-HDV,3.000,42.50000,127.50000000,142.57,15.07,11.82,10.57,,LST GLOBAL
120550,15/09/2025,TPD-850AH2FXG-3,FUENTE GAMER THERMALTAKE TP GT 850W ANALOG 80 PLUS GOLD,1.000,75.37000,75.37000000,91.16,15.79,20.95,17.32,,LASET S.A.
121458,13/04/2026,HTK-002-U1,GRASA SILICONADA COOLER MASTER HIGH PERFORMANCE,4.000,2.50000,10.00000000,12.4,2.4,24.02,19.37,,LASET S.A.
102393,08/05/2026,CPU G60 GRIS,GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA,3.000,1.32198,3.96594000,5.54,1.57,39.63,28.38,,RUBI�O ANABEL ROMINA
104829,15/10/2025,ARXE-500,FUENTE AUREOX 500W ARXE-500,6.000,8.15000,48.90000000,76.25,27.35,55.94,35.87,,LASET S.A.
121372,09/03/2026,25708,MOUSE TRUST FYDA MULTIDISPOSITIVO WIRELESS,1.000,10.21000,10.21000000,12.76,2.55,24.98,19.99,,LASET S.A.
122761,21/05/2026,WDS100T5B0E,DISCO SSD 1TB M.2 WD BLUE SN5100 NVME,12.000,155.52000,1866.24000000,2145.92,279.68,14.99,13.03,,LASET S.A.
120816,29/07/2025,A620M DS3H,MOTHER GIGABYTE (AM5) A620M DS3H,1.000,88.57000,88.57000000,100.93,12.36,13.95,12.24,,LASET S.A.
118223,05/08/2025,PEF256GRLB32U,PEN DRIVE PATRIOT RAGE LITE 256GB USB 3.2 PE000849,1.000,15.89000,15.89000000,33.99,18.1,113.88,53.25,,LASET S.A.
118839,22/06/2026,100-100001488BOX,PROCESADOR AMD (AM4) RYZEN 5 5600GT,12.000,128.45000,1541.40000000,1836.98,295.58,19.18,16.09,,LASET S.A.
121687,10/03/2026,GV-R907XGAMINGOCICE-16GD,PLACA DE VIDEO GIGABYTE  RADEON RX 9070XT GAMING ICE 16GB,1.000,728.35000,728.35000000,829.98,101.63,13.95,12.25,,LASET S.A.
122355,,CLW360DIGI,WATER COOLER ASROCK CHALLENGER 360 DIGITAL WHITE,2.000,85.53000,171.06000000,196.64,25.58,14.95,13.01,,LASET S.A.
109353,21/05/2026,PBE480GS25SSDR,DISCO SSD PATRIOT BURST ELITE SOLID 480 GB SATA3  PE000777,1.000,66.14000,66.14000000,85.95,19.81,29.94,23.04,,LASET S.A.
121691,10/03/2026,GV-N506TAERO OC-8GD,PLACA DE VIDEO GIGABYTE RTX 5060TI AERO 8GB,1.000,451.78000,451.78000000,514.82,63.04,13.95,12.25,,LASET S.A.
122554,14/04/2026,SDCZ50-064G-B35,PEN DRIVE 64GB SANDISK CRUZER BLADE CZ50,1.000,8.31000,8.31000000,10.38,2.07,24.95,19.97,,LASET S.A.
120007,15/09/2025,PS-SPD-0700NPCWAG-W,FUENTE THERMALTAKE SMART 700W 80 PLUS WHITE,2.000,44.57000,89.14000000,103.37,14.23,15.96,13.76,,LASET S.A.
121145,07/05/2026,LS22D300GALXZB,MONITOR SAMSUNG LED 22 IPS D300 100Mhz FHD,1.000,75.32181,75.32181000,94.1,18.78,24.93,19.96,,Stylus SA
121442,13/04/2026,MLX-D36M-A18PA-R1,WATER COOLER MASTER MASTERLIQUID 360 CORE NEX ARGB,5.000,66.15000,330.75000000,403.36,72.61,21.95,18,,LASET S.A.
113156,21/05/2026,P300P256GM28,DISCO SSD PATRIOT P300 256 GB M.2 2280 PCIE GEN3 X4 PE000689,2.000,48.15000,96.30000000,116.47,20.17,20.95,17.32,,LASET S.A.
122441,12/03/2026,MILAN-1TC-G,"TOMACORRIENTE MILAN GRIS MACROLED, AC 250V, 10A MAX. BASTIDOR METALICO",10.000,1.42000,14.20000000,17.44,3.24,22.8,18.57,,CORESA GROUP SRL
122559,18/05/2026,SX27F7,MONITOR SOLARMAX 27 100 HZ IPS FRAMELESS FHD HDMI VGA,1.000,65.16000,65.16000000,101.93,36.77,56.43,36.07,,LASET S.A.
